Level,Description,SeriesRefSNDQ,Quarter,Weight, Amount 
Industry groups,Local Government administration,SG01RSC04B01OO1,1995Q4,0.0047938,168.182
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1995Q4,0.034014,1222.176
Industry groups,Education and training,SG01RSC04B01PP1,1995Q4,0.0393389,1867.203
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1995Q4,0.0428286,1605.274
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1995Q4,0.011401,467.833
Industry groups,Other services,SG01RSC04B01RS2,1995Q4,0.0174796,593.983
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1995Q4,0.0739358,2212.756
Industry groups,Agriculture,SG01RSC04B01AA1,1996Q1,0.0453697,1929.829
Industry groups,Forestry and logging,SG01RSC04B01AA2,1996Q1,0.0102935,208.3
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1996Q1,0.0088423,339.239
Industry groups,Mining,SG01RSC04B01BB1,1996Q1,0.0112127,592.121
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1996Q1,0.0524956,1313.033
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1996Q1,0.0103778,281.923
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1996Q1,0.0209034,428.424
Industry groups,Printing,SG01RSC04B01CC4,1996Q1,0.0070352,219.813
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1996Q1,0.0335357,915.516
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1996Q1,0.0063262,189.104
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1996Q1,0.0193815,596.553
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1996Q1,0.0221184,864.287
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1996Q1,0.0048327,171.274
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1996Q1,0.0273793,1326.057
Industry groups,Construction,SG01RSC04B01EE1,1996Q1,0.0416344,1545.722
Industry groups,Wholesale trade,SG01RSC04B01FF1,1996Q1,0.0560645,1805.523
Industry groups,Retail trade,SG01RSC04B01GH1,1996Q1,0.046721,1368.523
Industry groups,Accommodation services,SG01RSC04B01GH2,1996Q1,0.0180816,726.852
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1996Q1,0.0540741,1537.813
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1996Q1,0.0424079,688.404
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1996Q1,0.040164,1604.161
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1996Q1,0.0515865,2124.286
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1996Q1,0.075139,2059.631
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1996Q1,0.0547344,2251.86
Industry groups,Administrative and support services,SG01RSC04B01MN2,1996Q1,0.015497,659.09
Industry groups,Local Government administration,SG01RSC04B01OO1,1996Q1,0.0047938,166.265
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1996Q1,0.034014,1252.65
Industry groups,Education and training,SG01RSC04B01PP1,1996Q1,0.0393389,1879.642
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1996Q1,0.0428286,1590.094
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1996Q1,0.011401,479.836
Industry groups,Other services,SG01RSC04B01RS2,1996Q1,0.0174796,616.656
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1996Q1,0.0739358,2279.731
Industry groups,Agriculture,SG01RSC04B01AA1,1996Q2,0.045619,1957.465
Industry groups,Forestry and logging,SG01RSC04B01AA2,1996Q2,0.0097612,196.251
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1996Q2,0.0089939,346.446
Industry groups,Mining,SG01RSC04B01BB1,1996Q2,0.0123538,612.488
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1996Q2,0.0500931,1295.347
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1996Q2,0.0104487,281.244
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1996Q2,0.0186217,453.887
Industry groups,Printing,SG01RSC04B01CC4,1996Q2,0.006794,224.049
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1996Q2,0.0299544,902.828
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1996Q2,0.005941,188.715
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1996Q2,0.0181425,615.368
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1996Q2,0.0219233,904.047
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1996Q2,0.0046777,178.653
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1996Q2,0.0280689,1267.303
Industry groups,Construction,SG01RSC04B01EE1,1996Q2,0.0436017,1597.948
Industry groups,Wholesale trade,SG01RSC04B01FF1,1996Q2,0.052687,1820.098
Industry groups,Retail trade,SG01RSC04B01GH1,1996Q2,0.0453592,1382.035
Industry groups,Accommodation services,SG01RSC04B01GH2,1996Q2,0.0190023,733.084
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1996Q2,0.0496948,1517.145
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1996Q2,0.0426668,701.299
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1996Q2,0.0405114,1614.428
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1996Q2,0.0547265,2091.296
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1996Q2,0.076552,2062.12
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1996Q2,0.060634,2301.702
Industry groups,Administrative and support services,SG01RSC04B01MN2,1996Q2,0.0175451,655.55
Industry groups,Local Government administration,SG01RSC04B01OO1,1996Q2,0.0043191,171.642
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1996Q2,0.0343323,1253.688
Industry groups,Education and training,SG01RSC04B01PP1,1996Q2,0.0395432,1893.776
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1996Q2,0.0437946,1595.544
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1996Q2,0.0114227,457.827
Industry groups,Other services,SG01RSC04B01RS2,1996Q2,0.0176184,613.185
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1996Q2,0.0745954,2321.346
Industry groups,Agriculture,SG01RSC04B01AA1,1996Q3,0.045619,2063.04
Industry groups,Forestry and logging,SG01RSC04B01AA2,1996Q3,0.0097612,207.263
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1996Q3,0.0089939,341.812
Industry groups,Mining,SG01RSC04B01BB1,1996Q3,0.0123538,684.303
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1996Q3,0.0500931,1283.907
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1996Q3,0.0104487,299.324
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1996Q3,0.0186217,451.906
Industry groups,Printing,SG01RSC04B01CC4,1996Q3,0.006794,226.313
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1996Q3,0.0299544,916.989
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1996Q3,0.005941,184.973
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1996Q3,0.0181425,597.723
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1996Q3,0.0219233,889.545
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1996Q3,0.0046777,173.536
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1996Q3,0.0280689,1188.216
Industry groups,Construction,SG01RSC04B01EE1,1996Q3,0.0436017,1621.287
Industry groups,Wholesale trade,SG01RSC04B01FF1,1996Q3,0.052687,1860.072
Industry groups,Retail trade,SG01RSC04B01GH1,1996Q3,0.0453592,1382.397
Industry groups,Accommodation services,SG01RSC04B01GH2,1996Q3,0.0190023,748.429
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1996Q3,0.0496948,1519.811
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1996Q3,0.0426668,714.659
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1996Q3,0.0405114,1621.637
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1996Q3,0.0547265,2078.9
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1996Q3,0.076552,2067.449
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1996Q3,0.060634,2356.694
Industry groups,Administrative and support services,SG01RSC04B01MN2,1996Q3,0.0175451,664.419
Industry groups,Local Government administration,SG01RSC04B01OO1,1996Q3,0.0043191,167.235
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1996Q3,0.0343323,1206.756
Industry groups,Education and training,SG01RSC04B01PP1,1996Q3,0.0395432,1906.304
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1996Q3,0.0437946,1600.787
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1996Q3,0.0114227,484.653
Industry groups,Other services,SG01RSC04B01RS2,1996Q3,0.0176184,623.217
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1996Q3,0.0745954,2331.776
Industry groups,Agriculture,SG01RSC04B01AA1,1996Q4,0.045619,2141.465
Industry groups,Forestry and logging,SG01RSC04B01AA2,1996Q4,0.0097612,201.428
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1996Q4,0.0089939,337.447
Industry groups,Mining,SG01RSC04B01BB1,1996Q4,0.0123538,766.18
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1996Q4,0.0500931,1291.251
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1996Q4,0.0104487,300.202
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1996Q4,0.0186217,441.285
Industry groups,Printing,SG01RSC04B01CC4,1996Q4,0.006794,214.071
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1996Q4,0.0299544,926.721
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1996Q4,0.005941,191.216
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1996Q4,0.0181425,603.993
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1996Q4,0.0219233,876.785
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1996Q4,0.0046777,168.35
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1996Q4,0.0280689,1265.583
Industry groups,Construction,SG01RSC04B01EE1,1996Q4,0.0436017,1654.238
Industry groups,Wholesale trade,SG01RSC04B01FF1,1996Q4,0.052687,1854.651
Industry groups,Retail trade,SG01RSC04B01GH1,1996Q4,0.0453592,1396.683
Industry groups,Accommodation services,SG01RSC04B01GH2,1996Q4,0.0190023,735.562
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1996Q4,0.0496948,1522.755
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1996Q4,0.0426668,723.432
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1996Q4,0.0405114,1648.301
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1996Q4,0.0547265,2134.507
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1996Q4,0.076552,2077.383
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1996Q4,0.060634,2445.56
Industry groups,Administrative and support services,SG01RSC04B01MN2,1996Q4,0.0175451,685.122
Industry groups,Local Government administration,SG01RSC04B01OO1,1996Q4,0.0043191,166.979
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1996Q4,0.0343323,1228.608
Industry groups,Education and training,SG01RSC04B01PP1,1996Q4,0.0395432,1917.231
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1996Q4,0.0437946,1613.757
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1996Q4,0.0114227,482.36
Industry groups,Other services,SG01RSC04B01RS2,1996Q4,0.0176184,615.124
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1996Q4,0.0745954,2351.263
Industry groups,Agriculture,SG01RSC04B01AA1,1997Q1,0.045619,2199.865
Industry groups,Forestry and logging,SG01RSC04B01AA2,1997Q1,0.0097612,198.884
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1997Q1,0.0089939,321.43
Industry groups,Mining,SG01RSC04B01BB1,1997Q1,0.0123538,841.355
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1997Q1,0.0500931,1263.107
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1997Q1,0.0104487,291.077
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1997Q1,0.0186217,447.081
Industry groups,Printing,SG01RSC04B01CC4,1997Q1,0.006794,221.857
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1997Q1,0.0299544,919.043
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1997Q1,0.005941,186
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1997Q1,0.0181425,599.894
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1997Q1,0.0219233,843.133
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1997Q1,0.0046777,160.294
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1997Q1,0.0280689,1228.792
Industry groups,Construction,SG01RSC04B01EE1,1997Q1,0.0436017,1716.935
Industry groups,Wholesale trade,SG01RSC04B01FF1,1997Q1,0.052687,1826.848
Industry groups,Retail trade,SG01RSC04B01GH1,1997Q1,0.0453592,1379.391
Industry groups,Accommodation services,SG01RSC04B01GH2,1997Q1,0.0190023,733.227
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1997Q1,0.0496948,1481.896
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1997Q1,0.0426668,731.571
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1997Q1,0.0405114,1679.011
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1997Q1,0.0547265,2158.701
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1997Q1,0.076552,2090.845
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1997Q1,0.060634,2475.297
Industry groups,Administrative and support services,SG01RSC04B01MN2,1997Q1,0.0175451,684.838
Industry groups,Local Government administration,SG01RSC04B01OO1,1997Q1,0.0043191,169.06
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1997Q1,0.0343323,1200.103
Industry groups,Education and training,SG01RSC04B01PP1,1997Q1,0.0395432,1926.565
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,1997Q1,0.0437946,1613.347
Industry groups,Arts and recreation services,SG01RSC04B01RS1,1997Q1,0.0114227,481.923
Industry groups,Other services,SG01RSC04B01RS2,1997Q1,0.0176184,609.885
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1997Q1,0.0745954,2339.008
Industry groups,Agriculture,SG01RSC04B01AA1,1997Q2,0.0433925,2194.438
Industry groups,Forestry and logging,SG01RSC04B01AA2,1997Q2,0.008846,220.424
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,1997Q2,0.0085354,334.268
Industry groups,Mining,SG01RSC04B01BB1,1997Q2,0.0119163,801.096
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,1997Q2,0.0512056,1347.778
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,1997Q2,0.0090067,303.647
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,1997Q2,0.0172086,438.919
Industry groups,Printing,SG01RSC04B01CC4,1997Q2,0.0066268,220.013
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,1997Q2,0.0291272,939.544
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,1997Q2,0.0058069,191.163
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,1997Q2,0.0193458,633.435
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,1997Q2,0.0203835,859.835
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,1997Q2,0.004504,165.334
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,1997Q2,0.0287044,1196.42
Industry groups,Construction,SG01RSC04B01EE1,1997Q2,0.0442895,1694.805
Industry groups,Wholesale trade,SG01RSC04B01FF1,1997Q2,0.0548013,1912.704
Industry groups,Retail trade,SG01RSC04B01GH1,1997Q2,0.0444565,1414.822
Industry groups,Accommodation services,SG01RSC04B01GH2,1997Q2,0.0184356,727.3
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,1997Q2,0.0470367,1509.025
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,1997Q2,0.0434882,756.117
Industry groups,Financial and insurance services,SG01RSC04B01KK1,1997Q2,0.0419889,1693.377
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,1997Q2,0.0540359,2148.572
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,1997Q2,0.0778295,2108.729
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,1997Q2,0.0636114,2446.79
Industry groups,Administrative and support services,SG01RSC04B01MN2,1997Q2,0.0176109,673.276
Industry groups,Local Government administration,SG01RSC04B01OO1,1997Q2,0.0042643,168.593
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,1997Q2,0.0341591,1225.217
Industry groups,Education and training,SG01RSC04B01PP1,1997Q2,0.0400618,1934.159
